TIMESTAMP,CURRENT_PRICE,SHARES,P/L_PERCENT,PROFIT/LOSS,REALIZED_PROFIT/LOSS,HOLD/NONE,PURCHASE/SELL_PRICE,PURCHASE_COST
14:01,57.5860,0,0.001303,$-300.00,$-50.00,NONE,57.62,$0.00
14:02,57.6100,10000,0.001303,$-300.00,$-50.00,HOLD,57.61,$576100.00
14:03,57.6000,10000,-0.000174,$-150.00,$-50.00,HOLD,57.61,$576100.00
14:04,57.6050,10000,-0.000087,$-100.00,$-50.00,HOLD,57.61,$576100.00
14:05,57.6041,10000,-0.000102,$-109.00,$-50.00,HOLD,57.61,$576100.00
14:06,57.6066,10000,-0.000059,$-84.00,$-50.00,HOLD,57.61,$576100.00
14:07,57.6100,10000,0.000000,$-50.00,$-50.00,HOLD,57.61,$576100.00
14:08,57.5800,10000,-0.000521,$-350.00,$-50.00,HOLD,57.61,$576100.00
14:09,57.5850,10000,-0.000434,$-300.00,$-50.00,HOLD,57.61,$576100.00
14:10,57.5600,10000,-0.000868,$-550.00,$-50.00,HOLD,57.61,$576100.00
14:11,57.5500,10000,-0.001041,$-650.00,$-50.00,HOLD,57.61,$576100.00
14:12,57.5653,10000,-0.000776,$-497.00,$-50.00,HOLD,57.61,$576100.00
14:13,57.5550,10000,-0.000955,$-600.00,$-50.00,HOLD,57.61,$576100.00
14:14,57.5500,10000,-0.001041,$-650.00,$-50.00,HOLD,57.61,$576100.00
14:15,57.5600,10000,-0.000868,$-550.00,$-50.00,HOLD,57.61,$576100.00
14:16,57.5650,10000,-0.000781,$-500.00,$-50.00,HOLD,57.61,$576100.00
14:17,57.5850,10000,-0.000434,$-300.00,$-50.00,HOLD,57.61,$576100.00
14:18,57.5650,10000,-0.000781,$-500.00,$-50.00,HOLD,57.61,$576100.00
14:19,57.5700,10000,-0.000694,$-450.00,$-50.00,HOLD,57.61,$576100.00
14:20,57.5950,10000,-0.000260,$-200.00,$-50.00,HOLD,57.61,$576100.00
14:21,57.5850,10000,-0.000434,$-300.00,$-50.00,HOLD,57.61,$576100.00
14:22,57.6000,10000,-0.000174,$-150.00,$-50.00,HOLD,57.61,$576100.00
14:23,57.5800,10000,-0.000521,$-350.00,$-50.00,HOLD,57.61,$576100.00
14:24,57.5600,10000,-0.000868,$-550.00,$-50.00,HOLD,57.61,$576100.00
14:25,57.5850,10000,-0.000434,$-300.00,$-50.00,HOLD,57.61,$576100.00
14:26,57.5900,10000,-0.000347,$-250.00,$-50.00,HOLD,57.61,$576100.00
14:27,57.5850,10000,-0.000434,$-300.00,$-50.00,HOLD,57.61,$576100.00
14:28,57.5750,10000,-0.000608,$-400.00,$-50.00,HOLD,57.61,$576100.00
14:29,57.5800,10000,-0.000521,$-350.00,$-50.00,HOLD,57.61,$576100.00
14:30,57.5750,10000,-0.000608,$-400.00,$-50.00,HOLD,57.61,$576100.00
14:31,57.5770,10000,-0.000573,$-380.00,$-50.00,HOLD,57.61,$576100.00
14:32,57.5750,10000,-0.000608,$-400.00,$-50.00,HOLD,57.61,$576100.00
14:33,57.5750,10000,-0.000608,$-400.00,$-50.00,HOLD,57.61,$576100.00
14:34,57.5750,10000,-0.000608,$-400.00,$-50.00,HOLD,57.61,$576100.00
14:35,57.5750,10000,-0.000608,$-400.00,$-50.00,HOLD,57.61,$576100.00
14:36,57.5800,10000,-0.000521,$-350.00,$-50.00,HOLD,57.61,$576100.00
14:37,57.5500,10000,-0.001041,$-650.00,$-50.00,HOLD,57.61,$576100.00
14:38,57.5900,10000,-0.000347,$-250.00,$-50.00,HOLD,57.61,$576100.00
14:39,57.5750,10000,-0.000608,$-400.00,$-50.00,HOLD,57.61,$576100.00
14:40,57.5700,10000,-0.000694,$-450.00,$-50.00,HOLD,57.61,$576100.00
14:41,57.5750,10000,-0.000608,$-400.00,$-50.00,HOLD,57.61,$576100.00
